record,speech,silence,noise,music
train_2595,91,8.73,0,0
train_2596,86,13.49,0,0
train_2597,87,8.05,5.06,0
train_2598,92,8.18,0,0
train_2599,95,5.31,0,0
train_2600,88,12.42,0,0
train_2601,88,9.67,1.94,0
train_2602,79,16.6,4.82,0
train_2603,93,6.87,0,0
train_2604,86,13.64,0,0
train_2605,87,1.55,11.12,0
train_2606,83,10.09,6.59,0
train_2607,91,8.92,0,0
train_2608,83,11.49,5.16,0
train_2609,51,30.39,18.31,0
train_2610,94,5.73,0.18,0
train_2611,87,12.46,0.77,0
train_2612,37,14.16,49.2,0
train_2613,92,7.84,0,0
train_2614,95,5.14,0,0
train_2615,79,9.27,8.05,3.99
train_2616,86,13.54,0,0
train_2617,57,0,42.57,0
train_2618,90,9.56,0,0
train_2619,86,12.25,1.24,0
train_2620,91,9.43,0,0
train_2621,36,0,63.83,0
train_2622,51,15.28,27.17,6.51
train_2623,93,7.43,0,0
train_2624,14,3.69,82.04,0
train_2625,94,5.9,0.11,0
train_2626,67,32.3,0.77,0
train_2627,90,2.93,6.92,0
train_2628,84,4.31,11.58,0
train_2629,77,12.26,11.1,0
train_2630,0,0,99.98,0
train_2631,71,25.6,2.6,0.65
train_2632,67,11.41,21.37,0
train_2633,80,19.01,1.16,0
train_2634,61,15.37,23.49,0
train_2635,74,16.87,8.95,0
train_2636,68,12.93,18.85,0
train_2637,87,12.69,0.63,0
train_2638,87,13.27,0,0
train_2639,92,7.54,0,0
train_2640,72,13.98,14.37,0
train_2641,56,0,43.99,0
train_2642,87,11.15,0.35,1.4
train_2643,29,20.83,50.25,0
train_2644,92,8.01,0,0
train_2645,92,7.46,0.06,0
train_2646,75,14.75,10.42,0
train_2647,48,11.79,40.44,0
train_2648,66,23.49,10.06,0
train_2649,89,10.81,0,0
train_2650,94,5.94,0,0
train_2651,93,6.73,0,0
train_2652,80,6.88,11.6,1.11
train_2653,81,14.46,4.66,0
train_2654,87,12.54,0,0
train_2655,89,9.01,1.79,0
train_2656,93,2.73,4.23,0
train_2657,88,4.54,7.04,0
train_2658,88,12.23,0,0
train_2659,87,4.13,8.95,0
train_2660,92,8.18,0,0
train_2661,89,6.86,3.79,0
train_2662,93,6.71,0,0
train_2663,96,3.96,0,0
train_2664,42,48.6,9.62,0
train_2665,36,26.1,25.05,12.66
train_2666,81,16.76,2.17,0.26
train_2667,96,4.34,0,0
train_2668,92,7.53,0,0
train_2669,89,10.88,0,0
train_2670,88,11.87,0,0
train_2671,69,8.72,22.04,0
train_2672,83,17.08,0,0
train_2673,87,11.74,1.26,0
train_2674,76,12.18,11.56,0
train_2675,84,7.06,8.74,0
train_2676,85,14.99,0,0
train_2677,86,13.44,0.41,0
train_2678,92,8.37,0,0
train_2679,78,1.47,20.53,0
train_2680,87,12.83,0,0
train_2681,94,3.75,1.93,0
train_2682,90,9.75,0.27,0
train_2683,93,6.76,0,0
train_2684,89,11.01,0,0
train_2685,72,0,27.69,0
train_2686,93,6.68,0,0
train_2687,80,15.46,4.65,0
train_2688,85,13.95,1.17,0
train_2689,80,19.61,0,0
train_2690,93,5.59,0.96,0
train_2691,65,26.53,8.87,0
train_2692,67,13.92,9.11,10.25
train_2693,57,3.21,39.79,0
train_2694,80,14.14,5.4,0
train_2695,71,23.66,5.3,0
train_2696,69,16.27,14.47,0
train_2697,87,13.04,0,0
train_2698,85,14.96,0.3,0
train_2699,88,11.48,0,0
train_2700,88,11.59,0,0
train_2701,79,16.37,4.36,0
train_2702,88,10.81,1.14,0
train_2703,86,10.76,3.68,0
train_2704,86,14.13,0,0
train_2705,93,7.07,0,0
train_2706,91,9.11,0,0
train_2707,97,2.61,0.12,0
train_2708,31,20.85,44.51,3.33
train_2709,51,13.57,35.02,0
train_2710,66,34.17,0,0
train_2711,62,0,38.43,0
train_2712,78,6.81,14.89,0
train_2713,73,24.17,2.94,0
train_2714,71,9.03,20.22,0
train_2715,91,8.98,0,0
train_2716,83,17.13,0,0
train_2717,67,33.01,0,0
train_2718,63,33.19,3.81,0
train_2719,48,2.57,49.32,0
train_2720,85,15.07,0,0
train_2721,82,9.33,8.99,0
train_2722,75,14.09,10.6,0
train_2723,70,19.28,9.39,1.4
train_2724,95,4.66,0,0
train_2725,91,8.72,0,0
train_2726,68,24.92,7.54,0
train_2727,83,17.36,0,0
train_2728,97,3.25,0,0
train_2729,96,0,4.11,0
train_2730,89,10.85,0,0
train_2731,80,18.85,1.52,0
train_2732,90,8.33,1.19,0
train_2733,85,14.91,0.38,0
train_2734,82,17.41,0.41,0
train_2735,79,21.41,0,0
train_2736,68,19.25,12.39,0
train_2737,78,21.47,0,0
train_2738,89,11.22,0,0
train_2739,0,0,90.25,9.66
train_2740,34,14.34,52,0
train_2741,71,11.66,16.92,0.78
train_2742,53,24.76,21.84,0
train_2743,98,2.41,0,0
train_2744,89,9.17,2.18,0
train_2745,63,1.03,36.03,0
train_2746,66,1.98,31.83,0
train_2747,79,17.59,3.86,0
train_2748,88,12.34,0,0
train_2749,83,7.57,9.66,0
train_2750,37,4.49,58.28,0
train_2751,62,5.32,20.71,11.45
train_2752,86,14.06,0,0
train_2753,65,26.57,8.41,0
train_2754,82,13.4,4.91,0
train_2755,57,19.29,17.38,6.77
train_2756,85,14.06,0.95,0
train_2757,78,14.47,7.42,0
train_2758,71,13.36,2.06,13.17
train_2759,62,0,38.01,0
train_2760,90,9.01,0.77,0
train_2761,71,24.41,4.76,0
train_2762,84,4.73,10.87,0
train_2763,95,4.16,0.57,0
train_2764,89,10.57,0,0
train_2765,58,4.07,37.94,0
train_2766,86,14.27,0,0
train_2767,95,1.19,3.5,0
train_2768,53,35.26,11.27,0
train_2769,70,30.26,0,0
train_2770,88,11.57,0,0
train_2771,92,8.05,0,0
train_2772,88,11.93,0,0
train_2773,75,12.41,12.87,0
train_2774,91,8.58,0,0
train_2775,87,13.43,0,0
train_2776,81,16.94,0,2.1
train_2777,68,4.5,26.97,0
train_2778,69,11.44,19.28,0
train_2779,88,12.04,0,0
train_2780,88,11.58,0,0
train_2781,81,13.65,5.39,0
train_2782,50,13.05,4.1,32.43
train_2783,67,10.88,22.18,0
train_2784,77,6.01,16.9,0
train_2785,86,13.26,0.68,0
train_2786,92,7.22,1.23,0
train_2787,91,8.92,0.2,0
train_2788,83,16.16,1.03,0
train_2789,47,12.75,36.76,3.91
train_2790,91,9.2,0,0
train_2791,94,5.2,0.78,0
train_2792,90,8.73,1.43,0
train_2793,95,4.54,0,0
train_2794,90,10.03,0,0
train_2795,96,3.91,0,0
train_2796,85,10.63,4.23,0
train_2797,95,3.68,0.82,0
train_2798,56,3.87,40.36,0
train_2799,89,10.58,0.25,0
train_2800,81,3.5,15.28,0
train_2801,79,21.09,0,0
train_2802,74,20.27,5.72,0
train_2803,93,6.57,0,0
train_2804,57,42.62,0,0
train_2805,87,13.38,0,0
train_2806,91,6.62,2.22,0
train_2807,39,20.13,41.01,0
train_2808,62,3.28,34.22,0
train_2809,89,9.18,1.64,0
train_2810,93,6.34,0.46,0
train_2811,72,16.83,11.43,0
train_2812,89,10.53,0,0
train_2813,69,10.9,12.52,7.66
train_2814,90,9.8,0,0
train_2815,17,4.73,6.06,72.19
train_2816,90,9.54,0,0
train_2817,19,9.35,71.16,0
train_2818,88,12.46,0,0
train_2819,95,4.1,0.73,0
train_2820,86,13.26,1,0
train_2821,82,17.98,0,0
train_2822,19,9.16,71.54,0
train_2823,70,6.63,8.15,14.96
train_2824,92,7.67,0,0
train_2825,96,3.57,0,0
train_2826,92,7.25,0.96,0
train_2827,88,2.31,9.94,0
train_2828,93,6.54,0,0
train_2829,77,11.85,9.09,1.6
train_2830,86,13.21,0.7,0
train_2831,78,14.11,7.98,0
train_2832,90,9.5,0,0
train_2833,92,8.36,0,0
train_2834,95,5.01,0,0
train_2835,92,8.05,0,0
train_2836,71,14.88,14.38,0
train_2837,91,9.06,0,0
train_2838,71,0,28.95,0
train_2839,88,11.53,0,0
train_2840,73,27.44,0,0
train_2841,74,8.45,17.1,0
train_2842,86,12.41,1.31,0
train_2843,75,24.54,0,0
train_2844,93,6.89,0,0
train_2845,90,8.5,0.3,1.5
train_2846,96,4.37,0,0
train_2847,93,6.59,0,0
train_2848,87,10.37,2.35,0
train_2849,83,12.2,4.41,0
train_2850,89,10.64,0.59,0
train_2851,94,5.75,0.15,0
train_2852,67,33.33,0,0
train_2853,98,0,1.88,0
train_2854,84,15.49,0.59,0
train_2855,94,4.98,1.33,0
train_2856,92,7.9,0,0
train_2857,94,3.92,2.27,0
train_2858,85,11.95,2.58,0
train_2859,61,2.4,36.69,0
train_2860,90,10.04,0,0
train_2861,89,10.1,0.76,0
train_2862,91,9.21,0,0
train_2863,93,7.08,0,0
train_2864,94,6.15,0,0
train_2865,79,21.43,0,0
train_2866,87,13.46,0,0
train_2867,87,12.73,0,0
train_2868,88,11.48,0,0
train_2869,74,19.02,3.61,3.12
train_2870,88,11.09,1.11,0
train_2871,24,4.93,67.03,3.67
train_2872,92,7.93,0,0
train_2873,96,4.02,0,0
train_2874,77,21.39,1.22,0
train_2875,90,10.23,0,0
train_2876,67,21.18,11.5,0
train_2877,84,15.98,0,0
train_2878,89,11.39,0,0
train_2879,91,7.51,1.3,0
train_2880,48,1.23,51.05,0
train_2881,83,15.37,1.12,0
train_2882,71,6.21,22.47,0
train_2883,73,26.98,0,0
train_2884,74,25.79,0,0
train_2885,94,6.01,0.07,0
train_2886,94,5.76,0,0
train_2887,96,4.33,0,0
train_2888,60,40.2,0,0
train_2889,66,7.62,26.2,0
train_2890,82,14.5,3.54,0
train_2891,95,3.1,1.49,0
train_2892,75,13.09,0,12.13
train_2893,26,4.23,60.18,10.02
train_2894,62,14.7,22.82,0
train_2895,93,7.12,0,0
train_2896,59,0,40.83,0
train_2897,40,0,59.86,0
train_2898,96,4.4,0,0
train_2899,85,14.62,0,0
train_2900,94,5.58,0.7,0
train_2901,26,10.81,51.38,12.18
train_2902,0,2.04,1.34,96.59
train_2903,60,9.34,31.11,0
train_2904,59,6.81,34.07,0
train_2905,96,4.09,0,0
train_2906,61,22.85,16.1,0
train_2907,72,5.24,14.21,8.89
train_2908,77,11.01,11.95,0
train_2909,14,1.51,49.63,34.86
train_2910,87,12.15,0.54,0
train_2911,81,16.62,2.72,0
train_2912,92,7.62,0,0
train_2913,44,4.93,50.7,0
train_2914,88,11.51,0.4,0
train_2915,86,12.75,1.25,0
train_2916,84,16.29,0,0
train_2917,93,6.44,0.27,0
train_2918,81,8.76,9.86,0
train_2919,94,6.35,0,0
train_2920,90,5.56,4.04,0
train_2921,95,4.01,1.04,0
train_2922,63,15.33,21.95,0
train_2923,71,1.67,27.7,0
train_2924,94,3.81,1.92,0
train_2925,82,16.73,1.38,0
train_2926,91,8.56,0,0
train_2927,85,15.2,0,0
train_2928,82,17.63,0,0
train_2929,88,12.28,0,0
train_2930,0,0,98.44,0
train_2931,53,20.22,26.76,0
train_2932,90,10.04,0,0
train_2933,85,4.7,9.91,0
train_2934,92,7.95,0,0
train_2935,94,5.84,0.62,0
train_2936,52,2.49,45,0
train_2937,84,5.75,10.24,0
train_2938,80,11.33,8.11,0.97
train_2939,70,22.75,6.75,0
train_2940,23,9.67,14.55,52.57
train_2941,80,13.04,7.01,0
train_2942,86,3.29,4.81,6.04
train_2943,92,7.56,0,0
train_2944,98,2.23,0.04,0
train_2945,96,4.23,0,0
train_2946,82,12.26,6.01,0
train_2947,65,0.32,34.4,0
train_2948,71,15.23,14.15,0
train_2949,88,11.63,0,0
train_2950,74,16.4,9.29,0
train_2951,72,2.77,5.89,19.32
train_2952,91,5.26,3.82,0
train_2953,84,15.56,0.6,0
train_2954,75,8.59,15.99,0
train_2955,93,6.64,0,0
train_2956,89,10.5,0,0
train_2957,82,15.29,2.71,0
train_2958,95,2.94,2.27,0
train_2959,56,6.42,37.18,0
train_2960,88,11.56,0,0
train_2961,84,10.07,5.95,0
train_2962,57,7.36,35.21,0
train_2963,89,11.47,0,0
train_2964,76,22.33,1.01,0.26
train_2965,46,47.04,7.01,0
train_2966,76,14.77,9.59,0
train_2967,92,7.57,0,0
train_2968,69,8.36,22.35,0
train_2969,88,11.67,0.77,0
train_2970,94,6.24,0,0
train_2971,84,9.54,6.9,0
train_2972,82,18.3,0,0
train_2973,82,16.86,0.92,0
train_2974,56,23.56,20.34,0
train_2975,91,7.11,0.97,0.75
train_2976,65,16.14,18.74,0
train_2977,83,10.6,6.3,0
train_2978,94,6.4,0,0
train_2979,53,8.94,29.29,9.2
train_2980,80,10.51,9.41,0
train_2981,85,14.6,0.71,0
train_2982,83,6.09,10.98,0
train_2983,64,0.96,34.76,0
train_2984,96,3.63,0,0
train_2985,92,8.22,0,0
train_2986,62,16.65,20.87,0
train_2987,93,6.57,0,0
train_2988,88,11.76,0.3,0
train_2989,94,5.54,0,0
train_2990,77,22.73,0,0
train_2991,65,6.67,27.99,0
train_2992,60,3.84,35.7,0.28
train_2993,66,0,27.15,7.15
train_2994,86,3.22,10.91,0
train_2995,80,5.67,14.47,0
train_2996,85,11.87,3.12,0
train_2997,91,8.72,0,0
train_2998,78,4.54,17.54,0
train_2999,70,11.35,18.89,0
train_3000,74,25.68,0,0
train_3001,85,9.46,4.98,0
train_3002,89,11.14,0,0
train_3003,77,16.37,6.58,0
train_3004,58,2.17,40.23,0
train_3005,0,0,97.22,0
train_3006,83,16.71,0,0
train_3007,86,13.69,0,0
train_3008,80,18.09,2.32,0
train_3009,85,14.52,0.36,0
train_3010,87,12.72,0.3,0
train_3011,92,7.77,0.19,0
train_3012,90,9.66,0.08,0
train_3013,82,8.09,9.92,0
train_3014,80,14.79,5.29,0
train_3015,35,9.01,55.9,0
train_3016,91,7.83,0.86,0
train_3017,89,11.24,0,0
train_3018,92,7.02,0.95,0
train_3019,94,5.79,0,0
train_3020,82,15.81,2.41,0
train_3021,86,12.56,1.8,0
train_3022,66,19.59,14.52,0
train_3023,87,0,12.66,0
train_3024,81,18.96,0,0
train_3025,66,31.14,3.22,0
train_3026,83,15.87,0.73,0.3
train_3027,73,16.39,10.55,0
train_3028,87,7.11,5.87,0
train_3029,88,10.69,0.73,0.24
train_3030,83,17.26,0,0
train_3031,86,11.98,2.33,0
train_3032,89,10.9,0,0
train_3033,81,16.42,2.79,0
train_3034,72,16.26,11.36,0
train_3035,75,8.73,16.03,0
train_3036,60,0,40.23,0
train_3037,83,15.74,1.44,0
train_3038,73,21.61,5.32,0
train_3039,69,16.71,0,14.65
train_3040,60,0,39.72,0
train_3041,79,18.05,3.17,0
train_3042,72,15.65,12.41,0
train_3043,85,14.37,0.18,0
train_3044,73,19.34,8.06,0
train_3045,91,6.98,1.83,0
train_3046,82,16.69,0.94,0
train_3047,78,21.85,0,0
train_3048,93,7.19,0.1,0
train_3049,68,0,32.16,0
train_3050,85,9.13,6.14,0
train_3051,90,9.58,0,0
train_3052,91,7.58,1.36,0
train_3053,90,8.95,0.74,0.08
train_3054,91,9.09,0.26,0
train_3055,84,14.67,1.5,0
train_3056,90,9.31,0.39,0
train_3057,71,6.64,21.88,0
train_3058,55,6.97,23.9,14.51
train_3059,85,13.26,2.08,0
train_3060,91,8.48,0,0
train_3061,84,15.02,1.01,0
train_3062,90,7.43,2.48,0
train_3063,64,20.93,15.06,0
train_3064,73,21.85,4.94,0
train_3065,77,11.81,11.08,0
train_3066,83,12.96,4.49,0
train_3067,91,8.12,1.21,0
train_3068,64,28.18,7.59,0
train_3069,88,11.36,0.45,0
train_3070,65,4.76,30.72,0
train_3071,85,13.44,1.15,0
train_3072,80,18.86,1.23,0
train_3073,92,7.92,0,0
train_3074,85,13.64,1.35,0
train_3075,93,2.58,4.83,0
train_3076,82,14.82,2.96,0
train_3077,83,15.48,1.52,0
train_3078,72,27.48,0.72,0
train_3079,48,8.75,43.27,0
train_3080,75,5.98,19.09,0
train_3081,96,0,3.91,0
train_3082,92,0,8.43,0
train_3083,69,25.67,5.15,0
train_3084,77,19.12,4.32,0
train_3085,91,4.55,4.64,0
train_3086,91,9.04,0,0
train_3087,89,4.71,6.56,0
train_3088,50,48.48,1.92,0
train_3089,93,5.4,1.79,0
train_3090,77,18.98,3.55,0
train_3091,88,6.8,5.46,0
train_3092,90,10.49,0,0
train_3093,62,33.58,4.32,0
train_3094,83,9.14,7.67,0
train_3095,35,0.41,64.31,0
train_3096,94,5.47,0,0
train_3097,90,9.85,0,0
train_3098,56,0,43.56,0
train_3099,70,25.42,4.22,0
train_3100,91,8.82,0,0
train_3101,72,15.57,12.49,0
train_3102,83,16.77,0.25,0
train_3103,86,8.92,5.13,0
train_3104,89,10.67,0.57,0
train_3105,76,10.77,13.26,0
train_3106,69,27.98,2.94,0
train_3107,91,8.23,0.74,0
train_3108,90,9.09,0.62,0
train_3109,78,18.08,4.34,0
train_3110,85,10.89,3.94,0
train_3111,92,8.03,0,0
train_3112,92,7.48,0,0
train_3113,90,10.12,0,0
train_3114,35,27.64,37.43,0
train_3115,92,7.69,0,0
train_3116,83,17.36,0,0
train_3117,89,10.5,0,0
train_3118,93,7.09,0,0
train_3119,87,8.81,4.01,0
train_3120,80,18.31,1.49,0
train_3121,80,19.88,0,0
train_3122,0,5.02,0,94.94
train_3123,13,0.34,4.48,81.7
train_3124,55,5.27,40.11,0
train_3125,81,14.01,4.57,0
train_3126,90,9.43,0.54,0
train_3127,84,10.66,5.41,0
train_3128,31,8.9,59.93,0
train_3129,61,28.79,10.3,0
train_3130,66,21.61,12.84,0
train_3131,82,16.8,1.45,0
train_3132,81,7.27,11.62,0
train_3133,87,9.05,3.58,0
train_3134,45,43.37,11.27,0
train_3135,72,9.83,17.99,0
train_3136,53,3.12,44.27,0
train_3137,79,12.89,8.37,0
train_3138,66,29.97,4,0
train_3139,82,7.04,10.67,0
train_3140,85,11.63,3.24,0
train_3141,53,17.72,29.35,0
train_3142,87,12.47,0,0
train_3143,65,17.53,7.95,9.01
train_3144,72,23.12,5.06,0
train_3145,61,6.37,32.8,0
train_3146,83,14.43,2.63,0
train_3147,66,19.82,10.68,3.7
train_3148,36,20.63,23.79,19.1
train_3149,58,12.55,26.06,2.98
train_3150,89,10.05,0.89,0
train_3151,44,5.07,14.8,36.25
train_3152,66,31.78,1.83,0
train_3153,82,18.3,0,0
train_3154,89,10.55,0.05,0
train_3155,51,11.16,34.81,2.65
train_3156,87,7.64,5.79,0
train_3157,76,23.09,1.14,0
train_3158,93,6.93,0,0
train_3159,58,24.33,17.89,0
train_3160,80,17.05,2.57,0
train_3161,57,9.67,33.29,0
train_3162,31,26.74,25.15,16.65
train_3163,89,10.29,0.7,0
train_3164,90,8.52,1.54,0
train_3165,81,12.44,7.02,0
train_3166,66,0.65,33.23,0
train_3167,97,3.13,0.02,0
train_3168,85,3.61,11.13,0
train_3169,80,17.69,2.64,0
train_3170,97,2.23,0.98,0
train_3171,89,9.03,1.49,0
train_3172,69,21.35,9.27,0
train_3173,83,14.96,2.45,0
train_3174,65,20.4,14.85,0
train_3175,50,0,50.3,0
train_3176,95,4.73,0,0
train_3177,69,29.4,1.36,0
train_3178,41,0,59.2,0
train_3179,14,11.14,74.35,0
train_3180,78,22.21,0,0
train_3181,89,11.41,0,0
train_3182,86,13.95,0,0
train_3183,79,19.33,2.14,0
train_3184,44,20.29,35.48,0
train_3185,80,12.36,8.05,0
train_3186,69,20.16,11,0
train_3187,86,10.35,3.17,0
train_3188,41,8.03,45.82,5.24
train_3189,91,8.81,0.59,0
train_3190,91,8.62,0.26,0
train_3191,41,13.38,45.86,0
train_3192,35,23.44,41.29,0
train_3193,77,21.38,1.5,0
train_3194,60,19.7,20.08,0
train_3195,71,6.01,19.74,3.58
train_3196,89,10.81,0,0
train_3197,38,0,62.41,0
train_3198,77,19.32,3.72,0
train_3199,15,32.84,52.55,0
train_3200,92,4.91,3.47,0
train_3201,69,16.55,14.44,0
train_3202,67,30.25,2.41,0
train_3203,24,2.77,73.2,0
train_3204,90,10.46,0,0
train_3205,87,12.87,0,0
train_3206,84,15.56,0,0
train_3207,76,8.79,15.12,0
train_3208,44,29.24,26.99,0
train_3209,81,16.44,2.2,0
train_3210,52,14.16,33.35,0
train_3211,77,6.79,10.2,6.14
train_3212,47,8.12,44.44,0
train_3213,89,11.03,0,0
train_3214,91,8.6,0.53,0
train_3215,42,9.85,0.45,48.1
train_3216,53,16.58,30.79,0
train_3217,92,7.47,0.25,0
train_3218,81,10.81,8.46,0
train_3219,56,30.78,13.08,0
train_3220,82,10.58,6.11,1.16
train_3221,82,17.61,0,0
train_3222,91,9.36,0,0
train_3223,11,0,89.24,0
train_3224,73,24.04,3.28,0
train_3225,85,14.22,0.87,0
train_3226,88,11.76,0,0
train_3227,88,12.43,0,0
train_3228,91,9.11,0,0
train_3229,91,3.14,6.1,0
train_3230,88,10.4,1.33,0
train_3231,94,1.75,4.25,0
train_3232,17,0.57,82.42,0
train_3233,98,2.46,0,0
train_3234,73,8.81,17.81,0
train_3235,71,6.85,22.02,0
train_3236,55,7.15,35.79,2.38
train_3237,96,4.46,0,0
train_3238,62,7.19,28.55,1.94
train_3239,58,21.2,21.14,0
train_3240,50,3.98,45.82,0
train_3241,86,13.13,0.39,0
train_3242,91,8.22,1.13,0
train_3243,72,13.08,15.36,0
train_3244,82,4.62,13.76,0
train_3245,87,10.2,2.35,0
train_3246,76,24.05,0,0
train_3247,71,7.6,21.36,0
train_3248,85,13.62,1.54,0
train_3249,88,11.9,0.3,0
train_3250,82,17.62,0,0
train_3251,74,23.23,0,2.78
train_3252,94,5.75,0.6,0
train_3253,82,18.09,0.15,0
train_3254,92,7.13,0.67,0
train_3255,79,14.21,7.11,0
train_3256,94,5.77,0.57,0
train_3257,31,7.66,61.26,0
train_3258,81,18.14,0.58,0
train_3259,75,11.92,13.42,0
train_3260,94,6.38,0,0
train_3261,87,12.13,1.25,0
train_3262,79,7.44,13.66,0
train_3263,90,9.97,0,0
train_3264,94,5.32,0.9,0
train_3265,51,18.6,30.63,0
train_3266,79,20.56,0.21,0
train_3267,30,26.54,27.62,15.52
train_3268,82,15,2.74,0
train_3269,78,19.89,1.84,0
train_3270,63,0,37.4,0
train_3271,74,4.67,21.07,0
train_3272,31,0,68.68,0
train_3273,61,10.83,27.95,0
train_3274,76,0,24.39,0
train_3275,89,11.25,0,0
train_3276,92,7.78,0,0
train_3277,96,4.27,0,0
train_3278,44,4.94,51.02,0
train_3279,85,10.13,4.5,0
train_3280,91,8.93,0,0
train_3281,86,5.81,8.53,0
train_3282,75,18.35,6.94,0
train_3283,66,32.1,2.17,0
train_3284,93,3.02,4.25,0
train_3285,79,19.57,1.21,0
train_3286,92,8.04,0.2,0
train_3287,94,6,0,0
train_3288,65,22.88,12.07,0
train_3289,72,6.73,14.43,6.68
train_3290,69,0,30.58,0
train_3291,68,3.73,28.66,0
train_3292,70,21.33,8.44,0
train_3293,89,10.96,0.38,0
train_3294,83,9.46,7.38,0
train_3295,95,5.14,0,0
train_3296,97,3.35,0,0
train_3297,98,2.38,0,0
train_3298,84,14.76,1.04,0
train_3299,86,13.11,0.68,0
train_3300,58,17.35,24.66,0
train_3301,73,12.33,14.29,0
train_3302,93,7.03,0,0
train_3303,90,10.38,0,0
train_3304,93,7.02,0,0
train_3305,81,8.76,9.84,0
train_3306,75,25.05,0,0
train_3307,90,10.22,0,0
train_3308,81,12.4,3.38,3.53
train_3309,62,23.92,13.67,0
train_3310,89,8.44,2.45,0
train_3311,96,0,3.83,0
train_3312,56,40.35,4.06,0
train_3313,84,16.48,0,0
train_3314,85,7.7,6.91,0
train_3315,94,6.22,0,0
train_3316,84,15.69,0.65,0
train_3317,43,18.84,38.4,0
train_3318,90,9.5,0.8,0
train_3319,88,11.85,0,0
train_3320,50,0.43,49.35,0
train_3321,88,11.68,0.63,0
train_3322,89,9.97,1.16,0.17
train_3323,83,15.25,1.91,0
train_3324,87,12.53,0,0
train_3325,83,14.36,2.78,0
train_3326,91,9.41,0,0
train_3327,92,7.96,0,0
train_3328,87,12.81,0.44,0
train_3329,53,13.42,33.99,0
train_3330,80,8.95,10.64,0
train_3331,80,20.38,0,0
train_3332,84,15.48,0,0
train_3333,95,2.32,2.61,0
train_3334,84,16.3,0,0
train_3335,80,17.17,3.18,0
train_3336,87,13.01,0.43,0
train_3337,85,15.29,0,0
train_3338,83,17,0,0
train_3339,79,17.36,3.33,0
train_3340,92,8.22,0,0
train_3341,64,32.41,3.34,0
train_3342,89,11.24,0,0
train_3343,72,6.01,14.68,6.9
train_3344,93,5.63,1.53,0
train_3345,54,15.64,30.38,0
train_3346,91,8.97,0.39,0
train_3347,39,12.4,3.13,45.14
train_3348,86,11.79,2.17,0
train_3349,84,11,5.35,0
train_3350,89,11.03,0,0
train_3351,92,7.95,0,0
train_3352,59,11.24,17.39,12.53
train_3353,82,13.58,3.96,0
train_3354,83,11.68,3.61,1.77
train_3355,83,9.44,7.88,0
train_3356,57,7.31,20.18,15.32
train_3357,97,2.34,0.54,0
train_3358,72,27.94,0.51,0
train_3359,77,12.52,10.8,0
train_3360,88,12.05,0,0
train_3361,77,2.06,21.19,0
train_3362,76,8.35,16.09,0
train_3363,57,32.77,9.72,0
train_3364,31,7.2,61.54,0
train_3365,45,0,54.96,0
train_3366,49,16.42,18.15,16.48
train_3367,24,17.64,48.35,10.14
train_3368,84,14.9,0.58,0
train_3369,88,10.65,0.88,0.18
train_3370,82,13.84,4.57,0
train_3371,74,8.16,12.61,4.9
train_3372,87,12.45,0.41,0
train_3373,84,13.29,2.69,0
train_3374,35,6.95,57.83,0
train_3375,93,6.99,0,0
train_3376,74,10.86,15.48,0
train_3377,90,9.51,0,0
train_3378,87,13.39,0,0
train_3379,97,3.2,0,0
train_3380,5,7.56,87.73,0
train_3381,82,16.21,1.67,0
train_3382,85,10.62,4.56,0
train_3383,76,18.02,5.98,0
train_3384,64,0.86,34.9,0
train_3385,89,9.89,1.35,0
train_3386,57,6.81,24.92,11
train_3387,82,18.44,0,0
train_3388,82,14.31,3.24,0
train_3389,77,23.26,0,0
train_3390,47,38.07,15.37,0
train_3391,90,10.3,0,0
train_3392,94,6.03,0,0
train_3393,91,9.03,0.22,0
train_3394,56,0,44.18,0
train_3395,69,29.61,1.19,0
train_3396,89,10.86,0.4,0
train_3397,87,13.4,0,0
train_3398,69,15.46,15.84,0
train_3399,74,12.14,11.48,2.68
train_3400,90,8.08,2.1,0
train_3401,83,12.04,4.52,0
train_3402,69,10.11,20.49,0
train_3403,89,7.52,3,0
train_3404,94,3.22,2.78,0
train_3405,71,16.56,12.88,0
train_3406,63,23.14,10.85,2.82
train_3407,65,19.38,16.06,0
train_3408,94,6.43,0,0
train_3409,72,15.09,12.75,0
train_3410,82,17.7,0,0
train_3411,89,10.7,0,0
train_3412,80,11.22,8.32,0
train_3413,96,4.06,0,0
train_3414,85,14.99,0,0
train_3415,47,26.26,26.42,0
train_3416,89,9.86,1.22,0
train_3417,68,8.94,8.08,15.34
train_3418,95,5.37,0,0
train_3419,78,18.63,3.47,0
train_3420,65,31.97,2.61,0
train_3421,77,21.88,1.58,0
train_3422,95,4.96,0,0
train_3423,80,20.38,0,0
train_3424,83,16.07,1.28,0
train_3425,65,9.54,1.64,23.82
train_3426,90,7.78,2.09,0
train_3427,48,22.27,1.04,28.55
train_3428,55,12.25,32.5,0
train_3429,78,19.09,2.89,0
train_3430,33,26.7,40.55,0
train_3431,81,16.36,2.75,0
train_3432,80,13.85,5.86,0
train_3433,87,12.67,0,0
train_3434,73,18.53,8.56,0
train_3435,69,17.5,13.16,0
train_3436,86,13.91,0,0
train_3437,98,2.33,0,0
train_3438,50,11.27,38.73,0
train_3439,85,11.46,3.66,0
train_3440,87,12.06,1.18,0
train_3441,92,8.18,0.14,0
